dataset,baseline_name,graph_seed,training_seed,schema_compatible,keeps_all_target_nodes,official_hgb_exported,artifact_audit_pass,artifact_manifest_path,construction_status,selection_signal,export_hash,failure_type
DBLP,Herding-HG-TP,1,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,4ff495f54df363aba2d18690144e6afc295a5409bebb6121ceef4018ea87e199,
DBLP,Herding-HG-TP,1,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,4ff495f54df363aba2d18690144e6afc295a5409bebb6121ceef4018ea87e199,
DBLP,Herding-HG-TP,1,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,4ff495f54df363aba2d18690144e6afc295a5409bebb6121ceef4018ea87e199,
DBLP,Herding-HG-TP,1,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,4ff495f54df363aba2d18690144e6afc295a5409bebb6121ceef4018ea87e199,
DBLP,Herding-HG-TP,1,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,4ff495f54df363aba2d18690144e6afc295a5409bebb6121ceef4018ea87e199,
DBLP,Herding-HG-TP,2,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ba09e8fca0842d54f4a84b9ab26ef5268c44d8d6ab89c4c85199d1702dabe6a9,
DBLP,Herding-HG-TP,2,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ba09e8fca0842d54f4a84b9ab26ef5268c44d8d6ab89c4c85199d1702dabe6a9,
DBLP,Herding-HG-TP,2,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ba09e8fca0842d54f4a84b9ab26ef5268c44d8d6ab89c4c85199d1702dabe6a9,
DBLP,Herding-HG-TP,2,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ba09e8fca0842d54f4a84b9ab26ef5268c44d8d6ab89c4c85199d1702dabe6a9,
DBLP,Herding-HG-TP,2,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ba09e8fca0842d54f4a84b9ab26ef5268c44d8d6ab89c4c85199d1702dabe6a9,
DBLP,Herding-HG-TP,3,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,9757f2232adfa94a4ad9c1674a657257c054511f3eed2b18ca7795317a592055,
DBLP,Herding-HG-TP,3,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,9757f2232adfa94a4ad9c1674a657257c054511f3eed2b18ca7795317a592055,
DBLP,Herding-HG-TP,3,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,9757f2232adfa94a4ad9c1674a657257c054511f3eed2b18ca7795317a592055,
DBLP,Herding-HG-TP,3,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,9757f2232adfa94a4ad9c1674a657257c054511f3eed2b18ca7795317a592055,
DBLP,Herding-HG-TP,3,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,9757f2232adfa94a4ad9c1674a657257c054511f3eed2b18ca7795317a592055,
DBLP,Herding-HG-TP,4,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,3d553750463adfee34af3a9b3d0cf060c1449749010eac67e946de742f252134,
DBLP,Herding-HG-TP,4,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,3d553750463adfee34af3a9b3d0cf060c1449749010eac67e946de742f252134,
DBLP,Herding-HG-TP,4,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,3d553750463adfee34af3a9b3d0cf060c1449749010eac67e946de742f252134,
DBLP,Herding-HG-TP,4,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,3d553750463adfee34af3a9b3d0cf060c1449749010eac67e946de742f252134,
DBLP,Herding-HG-TP,4,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,3d553750463adfee34af3a9b3d0cf060c1449749010eac67e946de742f252134,
DBLP,Herding-HG-TP,5,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,5df621b0188a9924e5ee3baa41d80260f4474fce400f233265523aa90699ee01,
DBLP,Herding-HG-TP,5,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,5df621b0188a9924e5ee3baa41d80260f4474fce400f233265523aa90699ee01,
DBLP,Herding-HG-TP,5,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,5df621b0188a9924e5ee3baa41d80260f4474fce400f233265523aa90699ee01,
DBLP,Herding-HG-TP,5,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,5df621b0188a9924e5ee3baa41d80260f4474fce400f233265523aa90699ee01,
DBLP,Herding-HG-TP,5,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,5df621b0188a9924e5ee3baa41d80260f4474fce400f233265523aa90699ee01,
DBLP,Herding-HG-TP,1,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ed12710051208a88fa9ca1c1ec5d5ad4210204159b684776a40dbac47f533b24,
DBLP,Herding-HG-TP,1,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ed12710051208a88fa9ca1c1ec5d5ad4210204159b684776a40dbac47f533b24,
DBLP,Herding-HG-TP,1,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ed12710051208a88fa9ca1c1ec5d5ad4210204159b684776a40dbac47f533b24,
DBLP,Herding-HG-TP,1,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ed12710051208a88fa9ca1c1ec5d5ad4210204159b684776a40dbac47f533b24,
DBLP,Herding-HG-TP,1,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,ed12710051208a88fa9ca1c1ec5d5ad4210204159b684776a40dbac47f533b24,
DBLP,Herding-HG-TP,2,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,1023adbf171efb0609b058ae911aed39dd47592c929b01d24f36cf41146fc74b,
DBLP,Herding-HG-TP,2,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,1023adbf171efb0609b058ae911aed39dd47592c929b01d24f36cf41146fc74b,
DBLP,Herding-HG-TP,2,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,1023adbf171efb0609b058ae911aed39dd47592c929b01d24f36cf41146fc74b,
DBLP,Herding-HG-TP,2,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,1023adbf171efb0609b058ae911aed39dd47592c929b01d24f36cf41146fc74b,
DBLP,Herding-HG-TP,2,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,1023adbf171efb0609b058ae911aed39dd47592c929b01d24f36cf41146fc74b,
DBLP,Herding-HG-TP,3,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,d40be8c03355bd098514aac44e3e346d8cf685b42747645aa4a282d42669098d,
DBLP,Herding-HG-TP,3,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,d40be8c03355bd098514aac44e3e346d8cf685b42747645aa4a282d42669098d,
DBLP,Herding-HG-TP,3,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,d40be8c03355bd098514aac44e3e346d8cf685b42747645aa4a282d42669098d,
DBLP,Herding-HG-TP,3,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,d40be8c03355bd098514aac44e3e346d8cf685b42747645aa4a282d42669098d,
DBLP,Herding-HG-TP,3,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,d40be8c03355bd098514aac44e3e346d8cf685b42747645aa4a282d42669098d,
DBLP,Herding-HG-TP,4,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,06f7aa3ae8e33fd3c0f17e885fc92e10fa17f2e95a3ad1b9c235d22c1b6c495c,
DBLP,Herding-HG-TP,4,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,06f7aa3ae8e33fd3c0f17e885fc92e10fa17f2e95a3ad1b9c235d22c1b6c495c,
DBLP,Herding-HG-TP,4,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,06f7aa3ae8e33fd3c0f17e885fc92e10fa17f2e95a3ad1b9c235d22c1b6c495c,
DBLP,Herding-HG-TP,4,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,06f7aa3ae8e33fd3c0f17e885fc92e10fa17f2e95a3ad1b9c235d22c1b6c495c,
DBLP,Herding-HG-TP,4,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,06f7aa3ae8e33fd3c0f17e885fc92e10fa17f2e95a3ad1b9c235d22c1b6c495c,
DBLP,Herding-HG-TP,5,1,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,2c017bb219509ff471356c04e1ee7a7ff466e096363ddd39f9fa3771441be0de,
DBLP,Herding-HG-TP,5,2,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,2c017bb219509ff471356c04e1ee7a7ff466e096363ddd39f9fa3771441be0de,
DBLP,Herding-HG-TP,5,3,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,2c017bb219509ff471356c04e1ee7a7ff466e096363ddd39f9fa3771441be0de,
DBLP,Herding-HG-TP,5,4,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,2c017bb219509ff471356c04e1ee7a7ff466e096363ddd39f9fa3771441be0de,
DBLP,Herding-HG-TP,5,5,True,True,False,True,,constructed_estimate,per-type centroid herding with degree/profile fallback,2c017bb219509ff471356c04e1ee7a7ff466e096363ddd39f9fa3771441be0de,
DBLP,KCenter-HG-TP,1,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,dd5b92ec84baabb38787db34a498d817d3d99b498cce4413ad226c3ef6b14e37,
DBLP,KCenter-HG-TP,1,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,dd5b92ec84baabb38787db34a498d817d3d99b498cce4413ad226c3ef6b14e37,
DBLP,KCenter-HG-TP,1,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,dd5b92ec84baabb38787db34a498d817d3d99b498cce4413ad226c3ef6b14e37,
DBLP,KCenter-HG-TP,1,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,dd5b92ec84baabb38787db34a498d817d3d99b498cce4413ad226c3ef6b14e37,
DBLP,KCenter-HG-TP,1,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,dd5b92ec84baabb38787db34a498d817d3d99b498cce4413ad226c3ef6b14e37,
DBLP,KCenter-HG-TP,2,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,46f935c48f3c80c242932e2fc4b31e9e4a57f646172cd3481b22b8ec749aaf0d,
DBLP,KCenter-HG-TP,2,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,46f935c48f3c80c242932e2fc4b31e9e4a57f646172cd3481b22b8ec749aaf0d,
DBLP,KCenter-HG-TP,2,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,46f935c48f3c80c242932e2fc4b31e9e4a57f646172cd3481b22b8ec749aaf0d,
DBLP,KCenter-HG-TP,2,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,46f935c48f3c80c242932e2fc4b31e9e4a57f646172cd3481b22b8ec749aaf0d,
DBLP,KCenter-HG-TP,2,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,46f935c48f3c80c242932e2fc4b31e9e4a57f646172cd3481b22b8ec749aaf0d,
DBLP,KCenter-HG-TP,3,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0e913b62d993ef980ec8efb5e60b48828c783f6ec8c4ccb9d9fd301e9fa29b5d,
DBLP,KCenter-HG-TP,3,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0e913b62d993ef980ec8efb5e60b48828c783f6ec8c4ccb9d9fd301e9fa29b5d,
DBLP,KCenter-HG-TP,3,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0e913b62d993ef980ec8efb5e60b48828c783f6ec8c4ccb9d9fd301e9fa29b5d,
DBLP,KCenter-HG-TP,3,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0e913b62d993ef980ec8efb5e60b48828c783f6ec8c4ccb9d9fd301e9fa29b5d,
DBLP,KCenter-HG-TP,3,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0e913b62d993ef980ec8efb5e60b48828c783f6ec8c4ccb9d9fd301e9fa29b5d,
DBLP,KCenter-HG-TP,4,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,71e14a63fc5ebd65fe4980e315ab5430d4d8aace45b3e2d985292cdd50a4f5d8,
DBLP,KCenter-HG-TP,4,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,71e14a63fc5ebd65fe4980e315ab5430d4d8aace45b3e2d985292cdd50a4f5d8,
DBLP,KCenter-HG-TP,4,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,71e14a63fc5ebd65fe4980e315ab5430d4d8aace45b3e2d985292cdd50a4f5d8,
DBLP,KCenter-HG-TP,4,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,71e14a63fc5ebd65fe4980e315ab5430d4d8aace45b3e2d985292cdd50a4f5d8,
DBLP,KCenter-HG-TP,4,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,71e14a63fc5ebd65fe4980e315ab5430d4d8aace45b3e2d985292cdd50a4f5d8,
DBLP,KCenter-HG-TP,5,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,26eeb33fe2b911ec6411abe36be3c2c35a6e266efca4d4541431d713c4a56a40,
DBLP,KCenter-HG-TP,5,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,26eeb33fe2b911ec6411abe36be3c2c35a6e266efca4d4541431d713c4a56a40,
DBLP,KCenter-HG-TP,5,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,26eeb33fe2b911ec6411abe36be3c2c35a6e266efca4d4541431d713c4a56a40,
DBLP,KCenter-HG-TP,5,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,26eeb33fe2b911ec6411abe36be3c2c35a6e266efca4d4541431d713c4a56a40,
DBLP,KCenter-HG-TP,5,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,26eeb33fe2b911ec6411abe36be3c2c35a6e266efca4d4541431d713c4a56a40,
DBLP,KCenter-HG-TP,1,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,f1760ed806480f865113db030b336e886d1ab047e59928c9856cade3856312aa,
DBLP,KCenter-HG-TP,1,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,f1760ed806480f865113db030b336e886d1ab047e59928c9856cade3856312aa,
DBLP,KCenter-HG-TP,1,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,f1760ed806480f865113db030b336e886d1ab047e59928c9856cade3856312aa,
DBLP,KCenter-HG-TP,1,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,f1760ed806480f865113db030b336e886d1ab047e59928c9856cade3856312aa,
DBLP,KCenter-HG-TP,1,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,f1760ed806480f865113db030b336e886d1ab047e59928c9856cade3856312aa,
DBLP,KCenter-HG-TP,2,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,15429932875e7f5039b9c202f08a9ad63e91cb3a1171ab5e8b83f58360c8070f,
DBLP,KCenter-HG-TP,2,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,15429932875e7f5039b9c202f08a9ad63e91cb3a1171ab5e8b83f58360c8070f,
DBLP,KCenter-HG-TP,2,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,15429932875e7f5039b9c202f08a9ad63e91cb3a1171ab5e8b83f58360c8070f,
DBLP,KCenter-HG-TP,2,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,15429932875e7f5039b9c202f08a9ad63e91cb3a1171ab5e8b83f58360c8070f,
DBLP,KCenter-HG-TP,2,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,15429932875e7f5039b9c202f08a9ad63e91cb3a1171ab5e8b83f58360c8070f,
DBLP,KCenter-HG-TP,3,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,fe70c197c522fe22db253376bf6e04b857fb3f963ee7dc748eddf0814e744411,
DBLP,KCenter-HG-TP,3,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,fe70c197c522fe22db253376bf6e04b857fb3f963ee7dc748eddf0814e744411,
DBLP,KCenter-HG-TP,3,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,fe70c197c522fe22db253376bf6e04b857fb3f963ee7dc748eddf0814e744411,
DBLP,KCenter-HG-TP,3,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,fe70c197c522fe22db253376bf6e04b857fb3f963ee7dc748eddf0814e744411,
DBLP,KCenter-HG-TP,3,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,fe70c197c522fe22db253376bf6e04b857fb3f963ee7dc748eddf0814e744411,
DBLP,KCenter-HG-TP,4,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,177cfac5c159495b65f533a7c470515d92efb69a6e4111ccc1780b7974f81e39,
DBLP,KCenter-HG-TP,4,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,177cfac5c159495b65f533a7c470515d92efb69a6e4111ccc1780b7974f81e39,
DBLP,KCenter-HG-TP,4,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,177cfac5c159495b65f533a7c470515d92efb69a6e4111ccc1780b7974f81e39,
DBLP,KCenter-HG-TP,4,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,177cfac5c159495b65f533a7c470515d92efb69a6e4111ccc1780b7974f81e39,
DBLP,KCenter-HG-TP,4,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,177cfac5c159495b65f533a7c470515d92efb69a6e4111ccc1780b7974f81e39,
DBLP,KCenter-HG-TP,5,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,ac34e671ab0fc4aae1bdf33956957786aadb2d7e138f74b0bb0953428ab44037,
DBLP,KCenter-HG-TP,5,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,ac34e671ab0fc4aae1bdf33956957786aadb2d7e138f74b0bb0953428ab44037,
DBLP,KCenter-HG-TP,5,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,ac34e671ab0fc4aae1bdf33956957786aadb2d7e138f74b0bb0953428ab44037,
DBLP,KCenter-HG-TP,5,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,ac34e671ab0fc4aae1bdf33956957786aadb2d7e138f74b0bb0953428ab44037,
DBLP,KCenter-HG-TP,5,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,ac34e671ab0fc4aae1bdf33956957786aadb2d7e138f74b0bb0953428ab44037,
DBLP,KCenter-HG-TP,1,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,d5322d54dcd95269a8108db41dca590eb93d2c7bf36a31c07778121c299abc2c,
DBLP,KCenter-HG-TP,1,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,d5322d54dcd95269a8108db41dca590eb93d2c7bf36a31c07778121c299abc2c,
DBLP,KCenter-HG-TP,1,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,d5322d54dcd95269a8108db41dca590eb93d2c7bf36a31c07778121c299abc2c,
DBLP,KCenter-HG-TP,1,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,d5322d54dcd95269a8108db41dca590eb93d2c7bf36a31c07778121c299abc2c,
DBLP,KCenter-HG-TP,1,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,d5322d54dcd95269a8108db41dca590eb93d2c7bf36a31c07778121c299abc2c,
DBLP,KCenter-HG-TP,2,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,07e9861ac724c56cd32174be474eca95ffddeda121491e0b824a2bd2f4e566d2,
DBLP,KCenter-HG-TP,2,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,07e9861ac724c56cd32174be474eca95ffddeda121491e0b824a2bd2f4e566d2,
DBLP,KCenter-HG-TP,2,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,07e9861ac724c56cd32174be474eca95ffddeda121491e0b824a2bd2f4e566d2,
DBLP,KCenter-HG-TP,2,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,07e9861ac724c56cd32174be474eca95ffddeda121491e0b824a2bd2f4e566d2,
DBLP,KCenter-HG-TP,2,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,07e9861ac724c56cd32174be474eca95ffddeda121491e0b824a2bd2f4e566d2,
DBLP,KCenter-HG-TP,3,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,e9fd0307caf6a83dcd6080808b3a9306db76df418839446bff14be1f19b340b8,
DBLP,KCenter-HG-TP,3,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,e9fd0307caf6a83dcd6080808b3a9306db76df418839446bff14be1f19b340b8,
DBLP,KCenter-HG-TP,3,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,e9fd0307caf6a83dcd6080808b3a9306db76df418839446bff14be1f19b340b8,
DBLP,KCenter-HG-TP,3,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,e9fd0307caf6a83dcd6080808b3a9306db76df418839446bff14be1f19b340b8,
DBLP,KCenter-HG-TP,3,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,e9fd0307caf6a83dcd6080808b3a9306db76df418839446bff14be1f19b340b8,
DBLP,KCenter-HG-TP,4,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0841ff9ab81314dffd0744123c1789e016aef81d13d67c704d8c7b55c1785486,
DBLP,KCenter-HG-TP,4,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0841ff9ab81314dffd0744123c1789e016aef81d13d67c704d8c7b55c1785486,
DBLP,KCenter-HG-TP,4,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0841ff9ab81314dffd0744123c1789e016aef81d13d67c704d8c7b55c1785486,
DBLP,KCenter-HG-TP,4,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0841ff9ab81314dffd0744123c1789e016aef81d13d67c704d8c7b55c1785486,
DBLP,KCenter-HG-TP,4,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,0841ff9ab81314dffd0744123c1789e016aef81d13d67c704d8c7b55c1785486,
DBLP,KCenter-HG-TP,5,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,22421f7f5d2902dfdcfd7b171ade3a622daa28b5b9da571a996a8bc134dca4ef,
DBLP,KCenter-HG-TP,5,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,22421f7f5d2902dfdcfd7b171ade3a622daa28b5b9da571a996a8bc134dca4ef,
DBLP,KCenter-HG-TP,5,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,22421f7f5d2902dfdcfd7b171ade3a622daa28b5b9da571a996a8bc134dca4ef,
DBLP,KCenter-HG-TP,5,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,22421f7f5d2902dfdcfd7b171ade3a622daa28b5b9da571a996a8bc134dca4ef,
DBLP,KCenter-HG-TP,5,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,22421f7f5d2902dfdcfd7b171ade3a622daa28b5b9da571a996a8bc134dca4ef,
DBLP,KCenter-HG-TP,1,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,8732229f93b46e0642f1a6b88622c027ebf7126fe00440276398f61abacb034b,
DBLP,KCenter-HG-TP,1,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,8732229f93b46e0642f1a6b88622c027ebf7126fe00440276398f61abacb034b,
DBLP,KCenter-HG-TP,1,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,8732229f93b46e0642f1a6b88622c027ebf7126fe00440276398f61abacb034b,
DBLP,KCenter-HG-TP,1,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,8732229f93b46e0642f1a6b88622c027ebf7126fe00440276398f61abacb034b,
DBLP,KCenter-HG-TP,1,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,8732229f93b46e0642f1a6b88622c027ebf7126fe00440276398f61abacb034b,
DBLP,KCenter-HG-TP,2,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,feabeb42fe3511062d63662569417a91a1c4edd5b5ce8a6e432592a2a95c8fe1,
DBLP,KCenter-HG-TP,2,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,feabeb42fe3511062d63662569417a91a1c4edd5b5ce8a6e432592a2a95c8fe1,
DBLP,KCenter-HG-TP,2,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,feabeb42fe3511062d63662569417a91a1c4edd5b5ce8a6e432592a2a95c8fe1,
DBLP,KCenter-HG-TP,2,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,feabeb42fe3511062d63662569417a91a1c4edd5b5ce8a6e432592a2a95c8fe1,
DBLP,KCenter-HG-TP,2,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,feabeb42fe3511062d63662569417a91a1c4edd5b5ce8a6e432592a2a95c8fe1,
DBLP,KCenter-HG-TP,3,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,4f31b8131e0bdc1a9c40a7fe775f02c22790873545127365b37843b0bd17267d,
DBLP,KCenter-HG-TP,3,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,4f31b8131e0bdc1a9c40a7fe775f02c22790873545127365b37843b0bd17267d,
DBLP,KCenter-HG-TP,3,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,4f31b8131e0bdc1a9c40a7fe775f02c22790873545127365b37843b0bd17267d,
DBLP,KCenter-HG-TP,3,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,4f31b8131e0bdc1a9c40a7fe775f02c22790873545127365b37843b0bd17267d,
DBLP,KCenter-HG-TP,3,5,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,4f31b8131e0bdc1a9c40a7fe775f02c22790873545127365b37843b0bd17267d,
DBLP,KCenter-HG-TP,4,1,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,cc97fc6c984e9ec9a6469b07beefca83dfffcfcd99d896db4a7174125f1b7db5,
DBLP,KCenter-HG-TP,4,2,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,cc97fc6c984e9ec9a6469b07beefca83dfffcfcd99d896db4a7174125f1b7db5,
DBLP,KCenter-HG-TP,4,3,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,cc97fc6c984e9ec9a6469b07beefca83dfffcfcd99d896db4a7174125f1b7db5,
DBLP,KCenter-HG-TP,4,4,True,True,False,True,,constructed_estimate,per-type approximate farthest-first profile selection,cc97fc6c984e9ec9a6469b07beefca83dfffcfcd99d896db4a7174125f1b7db5,
