dataset,method,requested_budget_type,requested_budget,actual_structural_storage_ratio,support_node_ratio,support_edge_ratio,total_node_ratio,total_edge_ratio,raw_hgb_text_byte_ratio,link_dat_bytes,node_dat_bytes,export_total_bytes,native_full_total_bytes,success,failure_type,failure_reason
IMDB,FreeHGC-score-TP,support_node_ratio,0.5,,0.5,,,,,,,,,False,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.
IMDB,FreeHGC-score-TP,structural_storage_ratio,0.3,,,,,,,,,,,False,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.
IMDB,FreeHGC-score-TP,structural_storage_ratio,0.2,,,,,,,,,,,False,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.
IMDB,FreeHGC-score-TP,structural_storage_ratio,0.16,,,,,,,,,,,False,edge_provenance_missing,FreeHGC scoring artifacts do not expose original official HGB edge provenance needed to construct TP link.dat endpoints without a loader adapter.
DBLP,HeSF-RCS-auto structural50,structural_storage_ratio,0.5,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,True,,
DBLP,HeSF-RCS-auto structural30,structural_storage_ratio,0.3,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,True,,
DBLP,HeSF-RCS-auto structural20,structural_storage_ratio,0.2,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,True,,
DBLP,HeSF-RCS-auto structural16,structural_storage_ratio,0.16,0.15916430179078186,0.30003171582619725,0.131946937378426,,,0.5312848976907086,,,,,True,,
DBLP,HeSF-RCS-auto structural12,structural_storage_ratio,0.12,0.11951718894668302,0.30003171582619725,0.08797575615905429,,,0.5300203883188904,,,,,True,,
ACM,HeSF-RCS-auto structural50,structural_storage_ratio,0.5,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.50.
ACM,HeSF-RCS-auto structural30,structural_storage_ratio,0.3,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.30.
ACM,HeSF-RCS-auto structural20,structural_storage_ratio,0.2,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.20.
ACM,HeSF-RCS-auto structural16,structural_storage_ratio,0.16,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.16.
ACM,HeSF-RCS-auto structural12,structural_storage_ratio,0.12,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for ACM at structural budget 0.12.
IMDB,HeSF-RCS-auto structural50,structural_storage_ratio,0.5,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.50.
IMDB,HeSF-RCS-auto structural30,structural_storage_ratio,0.3,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.30.
IMDB,HeSF-RCS-auto structural20,structural_storage_ratio,0.2,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.20.
IMDB,HeSF-RCS-auto structural16,structural_storage_ratio,0.16,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.16.
IMDB,HeSF-RCS-auto structural12,structural_storage_ratio,0.12,,,,,,,,,,,False,missing_official_task_metric,No official-unmodified HeSF-RCS-auto task metric with validation fields exists for IMDB at structural budget 0.12.
DBLP,HeSF-RCS-Rep,,,,,,,,,,,,,False,validation_metrics_missing,No HeSF-RCS-auto representative can be selected without validation metrics; test metrics were not used.
ACM,HeSF-RCS-Rep,,,,,,,,,,,,,False,validation_metrics_missing,No HeSF-RCS-auto representative can be selected without validation metrics; test metrics were not used.
IMDB,HeSF-RCS-Rep,,,,,,,,,,,,,False,validation_metrics_missing,No HeSF-RCS-auto representative can be selected without validation metrics; test metrics were not used.
