export_dir,dataset,method,seed,node_type_mapping,relation_id_mapping,target_type,target_count,train_count,val_count,test_count,node_count_by_type,edge_count_by_relation,feature_shapes_by_type,labels_format,split_mode,mapping_bijective,split_disjoint,all_train_val_test_target_ids_preserved,no_target_duplicates,no_test_label_export_leakage,relation_order_matches_official,node_type_order_matches_official,can_load_with_official_data_loader,preserve_target_ids,data_root,dataset_dir,file_list_hash,node_dat_exists,link_dat_exists,label_dat_exists,label_dat_test_exists,node_dat_line_count,link_dat_line_count,label_dat_line_count,label_dat_test_line_count,num_classes,trainval_count,label_shape,official_data_loader_error,canonical_method,graph_seed
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,ae66fe046f7cb815594e885f12b9e0c4b86eb6502064a40aa1ae5f39b45de9e8,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,ae66fe046f7cb815594e885f12b9e0c4b86eb6502064a40aa1ae5f39b45de9e8,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,5450e3a9025b617db39dfb26cf10bce6c86d8f30c8da3d87ba585f4fa8bf2ad9,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,5450e3a9025b617db39dfb26cf10bce6c86d8f30c8da3d87ba585f4fa8bf2ad9,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,5450e3a9025b617db39dfb26cf10bce6c86d8f30c8da3d87ba585f4fa8bf2ad9,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,871eed3b5cd7d75863140de0d5283f3ca0871ed7d7361f2da7239d78f63cf3e6,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,871eed3b5cd7d75863140de0d5283f3ca0871ed7d7361f2da7239d78f63cf3e6,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,871eed3b5cd7d75863140de0d5283f3ca0871ed7d7361f2da7239d78f63cf3e6,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,83c18f12413f6fc1878200826cc23ec8b58d7ade0cea9c1bc29261cb6e727115,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,83c18f12413f6fc1878200826cc23ec8b58d7ade0cea9c1bc29261cb6e727115,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,83c18f12413f6fc1878200826cc23ec8b58d7ade0cea9c1bc29261cb6e727115,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,5cadb7e100547f156d58781177037bd02434e6f76c1c6d158ff6e2c242cbe189,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,5cadb7e100547f156d58781177037bd02434e6f76c1c6d158ff6e2c242cbe189,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 8737, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP50-PA100-PTTP30-PVVP100\official_trainval\DBLP,5cadb7e100547f156d58781177037bd02434e6f76c1c6d158ff6e2c242cbe189,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP50-PA100-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 17474, ""2"": 76748, ""3"": 3598, ""4"": 1, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-APPA100-PT100-TP00-PVVP100\official_trainval\DBLP,757e9c5171e9b89d740e734ad71ec815643295fb6cad49d3aa337f2cf48901a1,True,True,True,True,10679,118893,1217,2840,4,1217,single,,H6-dir-APPA100-PT100-TP00-PVVP100,3
